ProductID,Product Name,Year,Sales_units,AverageProductMass_kg,Category,Minimum_Lifespan,Maximum_Lifespan,Mean_Lifespan,Std_dev_Lifespan
14,LCD TV,2003,,,TV,,,,
14,LCD TV,2004,,,TV,,,,
14,LCD TV,2005,,,TV,,,,
14,LCD TV,2006,,,TV,,,,
14,LCD TV,2007,,,TV,,,,
14,LCD TV,2008,,,TV,,,,
14,LCD TV,2009,,,TV,,,,
14,LCD TV,2010,,,TV,,,,
14,LCD TV,2011,,,TV,,,,
14,LCD TV,2012,,,TV,,,,
14,LCD TV,2013,,,TV,,,,
14,LCD TV,2014,,,TV,,,,
14,LCD TV,2015,,,TV,,,,
14,LCD TV,2016,,,TV,,,,
14,LCD TV,2017,,,TV,,,,
14,LCD TV,2018,,,TV,,,,
15,MP3 player,1989,,,Audio-visual,,,,
15,MP3 player,1990,,,Audio-visual,,,,
15,MP3 player,1991,,,Audio-visual,,,,
15,MP3 player,1992,,,Audio-visual,,,,
15,MP3 player,1993,,,Audio-visual,,,,
15,MP3 player,1994,,,Audio-visual,,,,
15,MP3 player,1995,,,Audio-visual,,,,
15,MP3 player,1996,,,Audio-visual,,,,
15,MP3 player,1997,,,Audio-visual,,,,
15,MP3 player,1998,,,Audio-visual,,,,
15,MP3 player,1999,,,Audio-visual,,,,
15,MP3 player,2000,,,Audio-visual,,,,
15,MP3 player,2001,,,Audio-visual,,,,
15,MP3 player,2002,,,Audio-visual,,,,
15,MP3 player,2003,,,Audio-visual,,,,
15,MP3 player,2004,,,Audio-visual,,,,
15,MP3 player,2005,,,Audio-visual,,,,
15,MP3 player,2006,,,Audio-visual,,,,
15,MP3 player,2007,,,Audio-visual,,,,
15,MP3 player,2008,,,Audio-visual,,,,
15,MP3 player,2009,,,Audio-visual,,,,
15,MP3 player,2010,,,Audio-visual,,,,
15,MP3 player,2011,,,Audio-visual,,,,
15,MP3 player,2012,,,Audio-visual,,,,
15,MP3 player,2013,,,Audio-visual,,,,
15,MP3 player,2014,,,Audio-visual,,,,
15,MP3 player,2015,,,Audio-visual,,,,
15,MP3 player,2016,,,Audio-visual,,,,
15,MP3 player,2017,,,Audio-visual,,,,
15,MP3 player,2018,,,Audio-visual,,,,
16,Plasma TV,1989,,,TV,,,,
16,Plasma TV,1990,,,TV,,,,
16,Plasma TV,1991,,,TV,,,,
16,Plasma TV,1992,,,TV,,,,
16,Plasma TV,1993,,,TV,,,,
16,Plasma TV,1994,,,TV,,,,
16,Plasma TV,1995,,,TV,,,,
16,Plasma TV,1996,,,TV,,,,
16,Plasma TV,1997,,,TV,,,,
16,Plasma TV,1998,,,TV,,,,
16,Plasma TV,1999,,,TV,,,,
16,Plasma TV,2000,,,TV,,,,
16,Plasma TV,2001,,,TV,,,,
16,Plasma TV,2002,,,TV,,,,
16,Plasma TV,2003,,,TV,,,,
16,Plasma TV,2004,,,TV,,,,
16,Plasma TV,2005,,,TV,,,,
16,Plasma TV,2006,,,TV,,,,
